Movie_ID,Name,Year,User_ID,Rating
3798,The Sting,1973,7,5
2186,Bad Boys,1995,7,4
2200,Collateral Damage,2002,7,3
185,Missing in Action 2: The Beginning / Missing in Action 3: Braddock,1985,7,4
2757,Back to School,1986,7,3
2209,On Golden Pond,1981,7,5
2252,Bram Stoker's Dracula,1992,7,3
4356,Road to Perdition,2002,7,4
175,Reservoir Dogs,1992,7,5
4380,Rookie of the Year,1993,7,3
2800,Serendipity,2001,7,4
4432,The Italian Job,2003,7,5
2290,Aladdin: Platinum Edition,1992,7,4
2580,Freaky Friday,2003,7,3
2348,The Omen,1976,7,4
191,X2: X-Men United,2003,7,4
2360,Singin' in the Rain,1952,7,5
2371,To Catch a Thief,1955,7,4
2372,The Bourne Supremacy,2004,7,4
257,Charlotte's Web,1973,7,5
3285,Flight of the Navigator,1986,7,4
2391,Along Came Polly,2004,7,4
3071,The Way We Were,1973,7,5
283,If These Walls Could Talk,1996,7,5
2462,Planes,1987,7,4
3427,Men in Black II,2002,7,3
3648,Who Framed Roger Rabbit?: Special Edition,1988,7,4
3730,Elizabeth,1998,7,5
3756,About Schmidt,2002,7,3
2452,Lord of the Rings: The Fellowship of the Ring,2001,7,5
2470,Wayne's World,1992,7,4
4302,An Officer and a Gentleman,1982,7,5
8,What the #$*! Do We Know!?,2004,7,5
273,Taxi,2004,7,4
285,The Devil's Own,1997,7,5
3106,Ghost,1990,7,4
299,Bridget Jones's Diary,2001,7,4
3938,Shrek 2,2004,7,4
28,Lilo and Stitch,2002,7,4
3151,Napoleon Dynamite,2004,7,2
30,Something's Gotta Give,2003,7,5
2577,A Walk in the Clouds,1995,7,4
3605,The Wizard of Oz: Collector's Edition,1939,7,5
313,Pay It Forward,2000,7,5
329,Dogma,1999,7,4
3466,Spy Kids,2001,7,2
3890,Confessions of a Teenage Drama Queen,2004,7,3
3917,Garden State,2004,7,5
3972,Police Academy: Special Edition,1984,7,3
4479,Ordinary People,1980,7,5
4465,The Big One,1998,7,2
2874,Elf,2003,7,4
3893,The People vs. Larry Flynt,1996,7,3
3579,2 Fast 2 Furious,2003,7,3
348,The Last Temptation of Christ,1988,7,4
357,House of Sand and Fog,2003,7,5
3638,Bad Boys II,2003,7,5
2862,The Silence of the Lambs,1991,7,5
3962,Finding Nemo (Widescreen),2003,7,5
457,Kill Bill: Vol. 2,2004,7,5
535,The Alamo,1960,7,3
4141,Shanghai Noon,2000,7,3
3153,Doctor Zhivago,1965,7,5
3860,Bruce Almighty,2003,7,4
3740,Dracula,1931,7,3
468,The Matrix: Revolutions,2003,7,5
501,Three Days of the Condor,1975,7,5
4353,Curb Your Enthusiasm: Season 3,2002,7,5
528,The Hitchhiker's Guide to the Galaxy,2005,79,1
563,Jimmy Neutron: Boy Genius,2001,79,4
607,Speed,1994,79,5
636,Stir Crazy,1980,79,3
658,Robin Hood: Prince of Thieves,1991,79,4
645,Dear Frankie,2004,79,5
692,The Hand that Rocks the Cradle,1992,79,3
705,Major League,1989,79,4
708,The Perfect Storm,2000,79,3
746,Domestic Disturbance,2001,79,4
758,Mean Girls,2004,79,2
798,Jaws,1975,79,3
896,Dangerous Minds,1995,79,5
851,Back to the Future Part III,1990,79,4
886,Ray,2004,79,5
962,I Spy,2002,79,3
985,The Mummy,1999,79,4
1046,Uptown Girls,2003,79,1
3368,The Family Man,2000,79,1
1066,Superman: The Movie,1978,79,4
3398,The Apple Dumpling Gang Rides Again,1979,79,2
1073,Coach Carter,2005,79,5
3320,About a Boy,2002,79,2
3282,Sideways,2004,79,1
1102,Training Day,2001,79,3
3254,Daredevil,2003,79,1
1087,Monkey Trouble,1994,79,3
3222,Guarding Tess,1994,79,5
1110,Secondhand Lions,2003,79,4
3148,The English Patient,1996,79,4
1144,Fried Green Tomatoes,1991,79,5
3151,Napoleon Dynamite,2004,79,1
3082,Murphy's Romance,1985,79,3
1145,The Wedding Planner,2001,79,3
1148,For Your Eyes Only,1981,79,5
3079,The Lion King: Special Edition,1994,79,4
1174,The Sandlot,1993,79,3
1180,A Beautiful Mind,2001,79,4
3239,The Princess Diaries (Fullscreen),2001,79,4
3058,Escape from Alcatraz,1979,79,4
3017,Cocoon,1985,79,5
1202,National Lampoon's Vacation,1983,79,3
1299,Scooby-Doo Meets Batman,1972,79,4
3364,The Parent Trap,1998,79,4
1220,Man on Fire,2004,79,3
1267,Dr. Dolittle 2,2001,79,4
2974,Yu-Gi-Oh!: The Movie,2004,79,3
2953,Moonstruck,1987,79,3
2913,Finding Neverland,2004,79,4
1307,S.W.A.T.,2003,79,3
1406,Hook,1991,79,3
2960,The Ladykillers,2004,79,2
2874,Elf,2003,79,4
1425,No Way Out,1987,79,4
1428,The Recruit,2003,79,3
1470,Bend It Like Beckham,2002,79,5
2862,The Silence of the Lambs,1991,79,4
1455,Belly of the Beast,2003,79,2
1502,Superstar,1999,79,3
2783,Hocus Pocus,1993,79,3
1509,National Lampoon's Van Wilder,2002,79,3
2782,Braveheart,1995,79,4
1542,Sleepless in Seattle,1993,79,4
1561,American Wedding,2003,79,1
2735,Seven Brides for Seven Brothers: 50th Anniversary Edition,1954,79,5
2779,Dr. Seuss' The Cat in the Hat,2003,79,2
1615,The American President,1995,79,4
1645,The In-Laws,2003,79,3
2690,The Emperor's New Groove,2000,79,4
1700,Bottle Rocket,1996,79,1
1650,Nine to Five,1980,79,5
1661,The Bad News Bears,1976,79,5
1703,Ever After: A Cinderella Story,1998,79,4
2612,Don't Say a Word,2001,79,4
1719,The Life Aquatic with Steve Zissou,2004,79,3
1744,Beverly Hills Cop,1984,79,3
1754,Sixteen Candles,1984,79,5
1783,The Best Little Whorehouse in Texas,1982,79,5
1799,Die Hard 2: Die Harder,1990,79,4
1798,Lethal Weapon,1987,79,5
1810,U.S. Marshals,1998,79,3
1865,Eternal Sunshine of the Spotless Mind,2004,79,1
1890,Regarding Henry,1991,79,5
1905,Pirates of the Caribbean: The Curse of the Black Pearl,2003,79,4
1918,The Alamo,2004,79,3
1962,50 First Dates,2004,79,5
2012,The Importance of Being Earnest,2002,79,1
2113,Air Bud: World Pup,2000,79,4
2128,Rudy,1993,79,4
2152,What Women Want,2000,79,3
2153,Free Willy,1993,79,5
2171,Brother Bear (Theatrical Widescreen Version),2003,79,4
2200,Collateral Damage,2002,79,3
2186,Bad Boys,1995,79,4
2209,On Golden Pond,1981,79,5
2235,Undertow,2004,79,1
2372,The Bourne Supremacy,2004,79,4
2380,Not Without My Daughter,1991,79,5
2388,Man of the House,1995,79,3
2389,The Cutting Edge,1992,79,4
2457,A Cinderella Story,2004,79,5
1976,Here on Earth,2000,79,3
3938,Shrek 2,2004,79,5
3324,Scooby-Doo's Original Mysteries,2000,79,3
2462,Planes,1987,79,4
2495,Exit Wounds,2001,79,4
4290,Air Bud Spikes Back,2003,79,4
4490,Ned Kelly,2004,79,4
2000,Four Weddings and a Funeral,1994,79,4
2470,Wayne's World,1992,79,4
2391,Along Came Polly,2004,79,2
2452,Lord of the Rings: The Fellowship of the Ring,2001,79,4
4341,The Scorpion King,2002,79,3
4306,The Sixth Sense,1999,79,5
4256,Footloose: Special Collector's Edition,1984,79,5
4260,Rat Race,2001,79,4
30,Something's Gotta Give,2003,79,3
4227,The Full Monty,1997,79,5
84,The Powerpuff Girls Movie,2002,79,3
4149,Scooby-Doo 2: Monsters Unleashed,2004,79,2
4138,Harrison's Flowers,2002,79,4
4123,Patch Adams,1998,79,4
4100,Dinosaur,2000,79,3
4067,Silver Streak,1976,79,3
3960,Pollyanna,1960,79,5
3962,Finding Nemo (Widescreen),2003,79,5
3907,Madeline,1998,79,3
3917,Garden State,2004,79,1
3860,Bruce Almighty,2003,79,2
3864,Batman Begins,2005,79,5
3835,Universal Soldier,1992,79,3
3825,The Sum of All Fears,2002,79,3
3798,The Sting,1973,79,4
3756,About Schmidt,2002,79,1
3684,Goldfinger,1964,79,5
3640,Inspector Gadget 2,2003,79,2
3650,War Games,1983,79,4
3610,Lethal Weapon 3,1992,79,3
3605,The Wizard of Oz: Collector's Edition,1939,79,5
3573,Cop and a Half,1993,79,3
3466,Spy Kids,2001,79,4
3538,Beaches,1988,79,5
3441,Kicking & Screaming,2005,79,3
148,Sweet November,2001,79,1
2866,Message in a Bottle,1999,79,3
3418,Sister Act 2: Back in the Habit,1993,79,4
3624,The Last Samurai,2003,79,1
3638,Bad Boys II,2003,79,3
3890,Confessions of a Teenage Drama Queen,2004,79,3
3921,101 Dalmatians II: Patch's London Adventure,2003,79,3
3925,The Matrix: Reloaded,2003,79,4
4315,In Good Company,2004,79,4
4302,An Officer and a Gentleman,1982,79,4
4356,Road to Perdition,2002,79,4
2660,When Harry Met Sally,1989,79,5
2800,Serendipity,2001,79,3
3541,History of the World: Part 1,1981,79,5
191,X2: X-Men United,2003,79,4
225,The Cookout,2004,79,2
4136,Teenage Mutant Ninja Turtles III,1993,79,3
4159,Barbershop,2002,79,2
4330,While You Were Sleeping,1995,79,5
2594,Look Who's Talking,1989,79,2
3579,2 Fast 2 Furious,2003,79,2
262,Herbie Rides Again,1974,79,5
3422,Cinderella II,2001,79,3
257,Charlotte's Web,1973,79,5
4141,Shanghai Noon,2000,79,4
4380,Rookie of the Year,1993,79,3
4472,Love Actually,2003,79,4
4432,The Italian Job,2003,79,4
285,The Devil's Own,1997,79,3
299,Bridget Jones's Diary,2001,79,5
2680,Spy Kids 2: The Island of Lost Dreams,2002,79,4
312,High Fidelity,2000,79,1
3427,Men in Black II,2002,79,4
3894,Surviving Christmas,2004,79,2
331,Chasing Amy,1997,79,3
3197,Around the World in 80 Days,2004,79,3
3966,Friday Night Lights,2004,79,5
334,The Pacifier,2005,79,4
361,The Phantom of the Opera: Special Edition,2004,79,4
2580,Freaky Friday,2003,79,3
2499,America's Sweethearts,2001,79,4
426,Recess: School's Out,2001,79,4
468,The Matrix: Revolutions,2003,79,4
483,Rush Hour 2,2001,79,4
406,Hostage,2005,79,4
4056,Planet of the Apes,2001,79,3
2495,Exit Wounds,2001,97,2
4040,Tales of the City,1993,97,4
4330,While You Were Sleeping,1995,97,1
2675,Solaris,2002,97,4
270,Sex and the City: Season 4,2001,97,3
4135,The King and I,1956,97,4
4216,Jurassic Park III,2001,97,3
4123,Patch Adams,1998,97,4
175,Reservoir Dogs,1992,97,3
4043,Signs,2002,97,4
3936,End of Days,1999,97,1
3875,The Motorcycle Diaries,2004,97,4
3825,The Sum of All Fears,2002,97,3
3807,Southern Comfort,2001,97,5
3612,Chocolat,1988,97,5
3466,Spy Kids,2001,97,3
3446,Spirited Away,2002,97,3
3433,Forever Young,1992,97,5
3371,Whale Rider,2003,97,5
3379,Strange Days,1995,97,3
3350,Reindeer Games,2000,97,3
3320,About a Boy,2002,97,3
3220,Xena: Warrior Princess: Series Finale,2001,97,3
3079,The Lion King: Special Edition,1994,97,5
3106,Ghost,1990,97,5
3015,The Final Cut,2004,97,1
2913,Finding Neverland,2004,97,5
275,Evelyn,2002,97,4
313,Pay It Forward,2000,97,3
299,Bridget Jones's Diary,2001,97,3
329,Dogma,1999,97,1
353,Life or Something Like It,2002,97,4
357,House of Sand and Fog,2003,97,2
413,Igby Goes Down,2002,97,2
443,Rabbit-Proof Fence,2002,97,5
550,First Knight,1995,97,3
482,Frida,2002,97,5
483,Rush Hour 2,2001,97,1
3216,Children of a Lesser God,1986,97,5
571,American Beauty,1999,97,3
607,Speed,1994,97,3
3522,City by the Sea,2002,97,3
708,The Perfect Storm,2000,97,3
862,Tuck Everlasting,2002,97,4
4056,Planet of the Apes,2001,97,3
942,The Pagemaster,1994,97,2
896,Dangerous Minds,1995,97,4
4298,Code of Silence,1985,97,1
985,The Mummy,1999,97,2
1047,Aimee and Jaguar,2000,97,4
1102,Training Day,2001,97,3
1110,Secondhand Lions,2003,97,5
1144,Fried Green Tomatoes,1991,97,5
1145,The Wedding Planner,2001,97,3
1307,S.W.A.T.,2003,97,1
1180,A Beautiful Mind,2001,97,5
1267,Dr. Dolittle 2,2001,97,3
1364,Normal,2003,97,4
1406,Hook,1991,97,3
1428,The Recruit,2003,97,2
1542,Sleepless in Seattle,1993,97,5
1590,Life as a House,2001,97,5
1615,The American President,1995,97,2
1594,Damn the Defiant,1962,97,3
1625,Aliens: Collector's Edition,1986,97,3
1650,Nine to Five,1980,97,3
1703,Ever After: A Cinderella Story,1998,97,4
1719,The Life Aquatic with Steve Zissou,2004,97,4
1741,Cowboy Bebop Remix,1999,97,3
1744,Beverly Hills Cop,1984,97,2
1861,Evolution,2001,97,4
1877,Friends: Season 2,1995,97,3
1905,Pirates of the Caribbean: The Curse of the Black Pearl,2003,97,4
1974,Il Postino,1995,97,4
3538,Beaches,1988,97,4
1975,Hollow Man,2000,97,2
2001,Under Siege,1992,97,1
2095,Liar Liar,1997,97,3
2077,This Is My Father,1999,97,3
2122,Being John Malkovich,1999,97,2
2152,What Women Want,2000,97,3
2200,Collateral Damage,2002,97,1
2743,The Pianist,2002,97,5
2209,On Golden Pond,1981,97,4
2366,Just Visiting,2001,97,4
2400,Home Alone 2: Lost in New York,1992,97,2
2443,Like Water for Chocolate,1992,97,4
2660,When Harry Met Sally,1989,97,5
83,Silkwood,1983,97,4
2452,Lord of the Rings: The Fellowship of the Ring,2001,97,5
167,The Chorus,2004,97,4
2441,Smallville: Season 1,2001,97,5
1798,Lethal Weapon,1987,97,1
1799,Die Hard 2: Die Harder,1990,97,1
2499,America's Sweethearts,2001,97,2
2953,Moonstruck,1987,97,4
3071,The Way We Were,1973,97,2
3427,Men in Black II,2002,97,2
3368,The Family Man,2000,97,3
3925,The Matrix: Reloaded,2003,97,3
4345,Bowling for Columbine,2002,97,4
3954,The Quiet Man,1952,97,1
2551,Trigun,1999,97,1
2800,Serendipity,2001,97,4
4356,Road to Perdition,2002,97,4
2612,Don't Say a Word,2001,97,3
4131,Hidden Agenda,1990,97,3
3355,The Ice Storm,1997,97,1
3282,Sideways,2004,97,5
3756,About Schmidt,2002,97,2
2617,Ghost Ship,2002,97,2
4306,The Sixth Sense,1999,97,5
1561,American Wedding,2003,134,5
1600,Poison Ivy 2,1995,134,5
1585,Joy Ride,2001,134,5
1615,The American President,1995,134,5
1625,Aliens: Collector's Edition,1986,134,5
1637,Trapped,2002,134,5
1659,Grumpy Old Men,1993,134,5
1665,Orgazmo,1998,134,5
1682,Absolute Power,1997,134,5
1709,Clash of the Titans,1981,134,5
1693,Sphere,1998,134,4
1703,Ever After: A Cinderella Story,1998,134,5
1744,Beverly Hills Cop,1984,134,5
1754,Sixteen Candles,1984,134,5
1798,Lethal Weapon,1987,134,5
1799,Die Hard 2: Die Harder,1990,134,5
1803,Alien: Resurrection: Collector's Edition,1997,134,5
1843,Beverly Hills Cop III,1994,134,5
1810,U.S. Marshals,1998,134,5
1861,Evolution,2001,134,4
1865,Eternal Sunshine of the Spotless Mind,2004,134,5
1902,Star Trek: The Motion Picture,1979,134,5
1905,Pirates of the Caribbean: The Curse of the Black Pearl,2003,134,5
1962,50 First Dates,2004,134,4
1971,Under Siege 2: Dark Territory,1995,134,5
2009,The Talented Mr. Ripley,1999,134,3
1983,Final Fantasy: The Spirits Within,2001,134,5
2001,Under Siege,1992,134,5
2095,Liar Liar,1997,134,5
2112,Identity,2003,134,5
2136,Not Another Teen Movie,2001,134,5
2152,What Women Want,2000,134,5
2174,The Ghost and the Darkness,1996,134,5
2153,Free Willy,1993,134,5
2178,Lock,1998,134,3
2186,Bad Boys,1995,134,5
2290,Aladdin: Platinum Edition,1992,134,5
2340,Joe Versus the Volcano,1990,134,4
2342,Super Size Me,2004,134,5
2372,The Bourne Supremacy,2004,134,5
2395,Scream,1996,134,5
1975,Hollow Man,2000,134,4
2430,Alien: Collector's Edition,1979,134,5
2385,Center Stage,1999,134,1
2470,Wayne's World,1992,134,5
2391,Along Came Polly,2004,134,4
2452,Lord of the Rings: The Fellowship of the Ring,2001,134,5
3350,Reindeer Games,2000,134,4
28,Lilo and Stitch,2002,134,5
4418,Titan A.E.,2000,134,5
4432,The Italian Job,2003,134,5
4389,A Man Apart,2003,134,5
1406,Hook,1991,134,5
4136,Teenage Mutant Ninja Turtles III,1993,134,5
1428,The Recruit,2003,134,5
2594,Look Who's Talking,1989,134,5
4380,Rookie of the Year,1993,134,5
4330,While You Were Sleeping,1995,134,5
4341,The Scorpion King,2002,134,5
4306,The Sixth Sense,1999,134,5
4262,Sleepy Hollow,1999,134,5
4056,Planet of the Apes,2001,134,4
4089,Innerspace,1987,134,5
4031,Mortal Kombat: The Movie,1995,134,5
4043,Signs,2002,134,5
3962,Finding Nemo (Widescreen),2003,134,5
3936,End of Days,1999,134,5
3938,Shrek 2,2004,134,5
3925,The Matrix: Reloaded,2003,134,5
3905,The Others,2001,134,4
3864,Batman Begins,2005,134,5
3817,Stargate,1994,134,5
3825,The Sum of All Fears,2002,134,5
3835,Universal Soldier,1992,134,5
3680,Hackers,1995,134,4
3624,The Last Samurai,2003,134,5
3579,2 Fast 2 Furious,2003,134,5
3496,Vampires,1998,134,5
3416,Masters of the Universe,1987,134,5
3312,Original Sin,2001,134,5
3198,The Addams Family,1991,134,5
3106,Ghost,1990,134,5
3138,Blade: Trinity,2004,134,4
3079,The Lion King: Special Edition,1994,134,5
2782,Braveheart,1995,134,5
2751,Naked Gun 2 1/2: The Smell of Fear,1991,134,4
55,Jade,1995,134,5
3368,The Family Man,2000,134,4
3535,9 1/2 Weeks,1986,134,5
3617,Death Becomes Her,1992,134,4
4216,Jurassic Park III,2001,134,5
4171,Mars Attacks!,1996,134,4
